,id,sentence,split,normalized,check
119,0af8843f1404,আইরিশ মহিলা দল তাদের পুরুষ দলের পূর্বেই আন্তর্জাতিক ক্রিকেট অঙ্গনে প্রবেশ করে।,valid,আইরিশ মহিলা দল তাদের পুরুষ দলের পূর্বেই আন্তর্জাতিক ক্রিকেট অঙ্গনে প্রবেশ করে।,True
120,06f91847b78e,"যোগাযোগ ব্যবস্থা অপ্রতুল হওয়াতে, প্রায়শই তাঁদের প্রশিক্ষন নিতে যেতে অসুবিধার সম্মুখীন হতে হত।",valid,"যোগাযোগ ব্যবস্থা অপ্রতুল হওয়াতে, প্রায়শই তাঁদের প্রশিক্ষন নিতে যেতে অসুবিধার সম্মুখীন হতে হত।",True
121,0be2c6d19133,বিপ্রদাস এটা আশা করে নি।,train,বিপ্রদাস এটা আশা করে নি।,True
122,064e23d5be83,"এই উৎসবে মানুষ উপবাস করে, ঘর রং করে, খাবার প্রস্তুত করে।",valid,"এই উৎসবে মানুষ উপবাস করে, ঘর রং করে, খাবার প্রস্তুত করে।",True
123,07a84b8a3ba2,কিন্তু এ সম্বন্ধে এই আমাদের শেষ কথা হয়ে গেল।,train,কিন্তু এ সম্বন্ধে এই আমাদের শেষ কথা হয়ে গেল।,True
124,0c8483a369cd,"এজন্য আমি ভাবতেও পারিনি, আমার জন্য এমন চমত্কার একটি গাড়ি কিনেছে শাহরুখ।",train,"এজন্য আমি ভাবতেও পারিনি, আমার জন্য এমন চমৎকার একটি গাড়ি কিনেছে শাহরুখ।",True
125,085cfec482ac,"ডেকা প্রথম মহিলা সম্পাদক এবং শিশুদের ম্যাগাজিন ""ফুল"" এর প্রকাশক ছিলেন।",valid,"ডেকা প্রথম মহিলা সম্পাদক এবং শিশুদের ম্যাগাজিন ""ফুল"" এর প্রকাশক ছিলেন।",True
126,055ab5033fcf,পরে তালা ভেঙে ভেতরে ঢুকে মেয়ের নিথর দেহ পড়ে থাকতে দেখেন।,train,পরে তালা ভেঙে ভেতরে ঢুকে মেয়ের নিথর দেহ পড়ে থাকতে দেখেন।,True
127,01900fa4d322,"তা তো বলতে পারি নে, দাদা দাদা করেই বউ হেদিয়ে গেল।",train,"তা তো বলতে পারি নে, দাদা দাদা করেই বউ হেদিয়ে গেল।",True
128,00fe53814dc1,তার চূড়ান্ত অবস্থানে তিনি নভোচারী অফিসের ওরিয়ন শাখার শাখা প্রধান হিসাবে দায়িত্ব পালন করেছিলেন।,valid,তার চূড়ান্ত অবস্থানে তিনি নভোচারী অফিসের ওরিয়ন শাখার শাখা প্রধান হিসাবে দায়িত্ব পালন করেছিলেন।,True
129,018b93c5ce30,"এগুলো রিসাইকেলযোগ্য, অ্যারন বলবে।",train,"এগুলো রিসাইকেলযোগ্য, অ্যারন বলবে।",True
130,0ad35bff5527,তোমার রক্তচাপ অনেক বেড়ে গেছে।,train,তোমার রক্তচাপ অনেক বেড়ে গেছে।,True
131,011b5886be7b,"হ্যাঁ হ্যাঁ, ঠিক আছে, ঠিক আছে।",train,"হ্যাঁ হ্যাঁ, ঠিক আছে, ঠিক আছে।",True
132,005a9b8d3db8,তিনি বার্ধক্যে উপনীত হলেও বাহিনীর সাথে অভিযানে যান।,train,তিনি বার্ধক্যে উপনীত হলেও বাহিনীর সাথে অভিযানে যান।,True
133,06dd0219ba54,"রাজমহলে যখন পৌঁছিলেন, তখন ভারতবর্ষে হুলসথূল পড়িয়া গিয়াছে।",train,"রাজমহলে যখন পৌঁছিলেন, তখন ভারতবর্ষে হুলসথূল পড়িয়া গিয়াছে।",True
134,0615ee6ac494,"বন্ধের পূর্বে এই পার্কের বেশ কিছু রাইড ছিল, যার মধ্যে অন্যতম হলঃ",valid,"বন্ধের পূর্বে এই পার্কের বেশ কিছু রাইড ছিল, যার মধ্যে অন্যতম হলঃ",True
135,09e6715ab4a1,"বন্ধুরা বলে, আহা, একা অরক্ষিত পুরুষমানুষ।",train,"বন্ধুরা বলে, আহা, একা অরক্ষিত পুরুষমানুষ।",True
136,029a2bbf4b94,"তার কাছ থেকে বাউল দর্শন, বাউল গান প্রভৃতির শিক্ষা নেন।",valid,"তার কাছ থেকে বাউল দর্শন, বাউল গান প্রভৃতির শিক্ষা নেন।",True
